MQ4,MQ3,MQ7,MQ135,MQ136,Temp,Hum,PM,Label
320,203,456,220,436,21.5,35.7,703,0
318,243,460,237,434,21.5,35.7,687,0
322,234,459,232,433,21.5,35.7,766,0
320,247,460,226,430,21.5,35.7,605,0
320,223,456,226,430,21.5,35.7,753,0
324,242,462,241,434,21.5,35.7,653,0
320,248,484,242,433,21.5,35.7,626,0
318,230,461,234,430,21.5,35.7,765,0
322,222,464,229,442,21.5,35.7,723,0
324,249,468,241,430,21.5,35.7,702,0
316,240,458,238,427,21.5,35.7,687,0
304,238,459,240,429,21.5,35.7,707,0
322,235,502,244,428,21.5,35.9,686,0
320,227,463,236,433,21.5,35.7,735,0
317,228,466,245,430,21.5,35.7,849,0
316,244,462,240,428,21.5,35.7,685,0
321,250,464,226,431,21.5,35.7,729,0
315,241,459,267,430,21.5,35.7,629,0
317,248,464,249,422,21.5,35.6,727,0
317,242,454,246,431,21.5,35.9,783,0
316,237,459,232,428,21.5,35.7,675,0
316,210,453,281,427,21.5,35.6,686,0
318,232,462,234,436,21.5,35.7,748,0
311,244,445,242,433,21.6,35.5,677,0
314,233,459,238,430,21.5,35.7,601,0
323,283,460,257,433,21.6,35.7,793,0
319,239,455,237,428,21.5,35.4,863,0
321,225,460,227,427,21.5,35.6,745,0
321,325,460,228,429,21.5,35.7,721,0
324,233,453,244,430,21.4,35.6,706,0
320,235,460,229,419,21.5,35.7,655,0
284,238,460,236,431,21.6,35.5,699,0
313,235,456,231,429,21.5,35.6,691,0
288,252,460,246,433,21.5,35.6,649,0
321,211,443,230,437,21.4,35.6,749,0
320,242,523,245,432,21.5,35.6,725,0
322,244,468,247,427,21.4,35.6,689,0
313,234,462,240,427,21.5,35.5,733,0
310,240,456,248,430,21.5,35.6,649,0
327,238,462,240,421,21.5,35.6,682,0
320,228,462,229,434,21.5,35.6,670,0
320,237,457,287,429,21.5,35.6,721,0
317,235,460,241,431,21.5,35.6,680,0
310,235,450,242,427,21.5,35.6,690,0
300,245,448,242,434,21.5,35.6,791,0
309,239,456,239,427,21.5,35.6,642,0
322,243,459,245,404,21.5,35.6,697,0
317,245,458,262,435,21.5,35.9,736,0
300,239,441,244,415,21.4,35.9,717,0
314,224,457,230,436,21.5,35.6,673,0
316,234,478,244,436,21.5,35.7,773,0
317,242,457,236,437,21.5,35.7,673,0
315,241,450,241,432,21.5,35.7,695,0
313,240,454,208,428,21.5,35.9,687,0
304,245,444,242,432,21.4,35.7,679,0
326,246,468,231,422,21.5,35.7,725,0
315,229,464,228,430,21.5,35.7,676,0
315,239,484,243,430,21.5,35.7,703,0
320,237,454,242,426,21.6,35.6,746,0
322,240,464,242,433,21.5,35.7,729,0
315,240,455,238,423,21.5,35.4,693,0
324,249,463,290,435,21.5,35.7,627,0
314,229,461,222,430,21.5,35.7,711,0
311,232,449,225,405,21.5,35.4,664,0
321,248,452,233,426,21.6,35.6,654,0
319,208,462,229,434,21.5,35.7,749,0
320,241,458,248,428,21.5,35.9,668,0
318,235,460,232,435,21.5,35.7,705,0
322,244,452,230,434,21.6,35.6,791,0
324,238,467,242,434,21.5,35.7,687,0
390,237,440,246,420,21.5,35.9,669,0
316,239,456,220,426,21.6,35.6,609,0
322,244,440,247,432,21.4,35.9,661,0
321,235,458,238,464,21.5,35.7,819,0
325,240,456,241,428,21.5,35.7,695,0
322,257,463,235,436,21.5,35.9,733,0
320,204,465,227,430,21.5,35.7,687,0
322,237,467,232,431,21.5,35.7,638,0
311,241,456,230,441,21.5,35.4,679,0
315,242,476,244,428,21.5,35.9,683,0
304,270,446,234,434,21.4,35.7,731,0
322,253,458,240,422,21.5,35.7,685,0
316,239,458,240,409,21.5,35.7,740,0
320,227,450,223,422,21.5,35.9,728,0
299,237,442,243,432,21.5,35.7,665,0
320,237,455,265,434,21.4,35.9,726,0
324,231,464,230,442,21.5,35.7,771,0
323,236,459,236,414,21.5,35.7,720,0
326,245,464,243,420,21.5,35.7,793,0
311,229,468,228,430,21.5,35.9,709,0
321,240,459,235,428,21.5,35.7,697,0
320,236,492,246,439,21.5,35.7,634,0
315,234,458,242,419,21.4,35.9,661,0
318,264,467,238,432,21.5,35.7,723,0
308,239,452,241,425,21.5,35.7,667,0
315,233,458,264,439,21.5,35.7,646,0
317,240,482,244,427,21.5,35.7,751,0
322,225,480,236,428,21.4,35.7,774,0
317,248,446,240,430,21.5,35.7,681,0
318,249,463,294,420,21.5,35.7,621,0
313,237,458,245,420,21.4,35.9,742,0
286,237,442,244,418,21.4,35.7,705,0
316,260,451,240,427,21.4,35.7,680,0
336,181,456,242,429,21.5,35.7,735,0
317,236,458,234,427,21.4,35.7,761,0
320,248,456,225,428,21.5,35.4,786,0
321,237,458,239,420,21.5,35.7,782,0
318,238,491,241,428,21.5,35.6,686,0
324,245,453,241,429,21.6,35.6,677,0
317,240,458,269,422,21.5,35.6,716,0
321,242,460,239,426,21.5,35.7,740,0
317,243,462,289,432,21.5,35.6,699,0
324,240,444,241,430,21.5,35.9,735,0
316,236,457,228,435,21.6,35.5,772,0
322,242,462,234,436,21.5,35.9,704,0
321,234,446,238,429,21.5,35.7,707,0
317,236,460,240,419,21.5,35.7,756,0
320,230,458,228,418,21.5,35.7,812,0
321,260,452,244,431,21.5,35.7,730,0
316,236,464,265,437,21.5,35.7,737,0
322,241,459,234,435,21.5,35.7,733,0
315,250,464,284,392,21.5,35.7,745,0
320,226,460,236,435,21.4,35.7,751,0
320,236,461,234,428,21.5,35.7,693,0
320,232,460,222,429,21.5,35.9,764,0
322,247,456,242,424,21.5,35.7,778,0
320,245,502,241,429,21.5,35.7,731,0
324,252,467,239,430,21.5,35.6,696,0
320,225,458,222,430,21.5,35.7,799,0
321,245,452,251,427,21.5,35.7,704,0
261,250,448,242,428,21.5,35.7,755,0
324,262,447,243,434,21.5,35.7,823,0
310,248,442,244,446,21.5,35.7,725,0
322,242,410,251,423,21.4,35.8,826,0
305,240,432,239,427,21.5,35.7,710,0
320,234,470,244,412,21.5,35.7,679,0
300,238,441,240,429,21.6,35.3,725,0
318,235,448,244,429,21.4,35.9,699,0
317,235,460,242,409,21.5,35.9,741,0
316,240,464,242,421,21.5,35.6,794,0
318,245,457,226,431,21.6,35.6,655,0
309,221,458,227,425,21.4,35.8,756,0
312,237,472,243,421,21.4,35.9,770,0
316,232,456,225,426,21.6,35.8,818,0
320,238,454,239,436,21.5,35.7,713,0
310,242,474,218,437,21.5,35.7,968,0
318,245,507,246,426,21.5,35.9,617,0
322,237,461,228,432,21.6,35.8,699,0
318,237,510,240,427,21.5,35.8,669,0
318,234,462,229,431,21.6,35.6,750,0
313,214,462,224,420,21.5,35.7,787,0
318,224,460,226,428,21.5,35.7,751,0
318,248,458,239,432,21.5,35.7,787,0
316,240,459,235,432,21.5,35.7,821,0
307,247,448,244,430,21.5,35.7,756,0
316,236,454,238,433,21.4,35.7,705,0
317,237,456,269,428,21.5,35.8,692,0
320,236,464,245,435,21.5,35.7,808,0
316,238,498,244,432,21.5,35.7,770,0
312,239,456,246,427,21.6,35.6,753,0
318,237,474,244,424,21.5,35.6,676,0
313,244,464,244,406,21.6,35.6,731,0
316,235,462,236,430,21.5,35.7,735,0
320,246,465,237,435,21.5,35.9,731,0
317,248,501,256,430,21.5,35.6,757,0
314,239,448,242,423,21.5,35.7,675,0
315,245,463,240,410,21.6,35.6,739,0
323,237,459,231,437,21.5,35.7,561,0
304,236,440,245,427,21.5,35.7,693,0
307,234,460,238,423,21.6,35.6,741,0
313,237,458,282,427,21.5,35.6,700,0
317,215,458,224,432,21.5,35.6,843,0
321,239,460,245,424,21.5,35.4,760,0
320,247,461,232,423,21.6,35.8,802,0
310,246,453,238,428,21.5,35.7,715,0
315,240,456,228,425,21.4,35.4,744,0
324,246,468,246,432,21.5,35.7,687,0
320,229,457,233,434,21.6,35.8,739,0
320,238,458,265,439,21.5,35.6,679,0
320,227,458,250,424,21.6,35.5,747,0
314,237,456,237,422,21.5,35.6,785,0
320,243,434,240,428,21.6,35.5,821,0
320,234,456,228,426,21.5,35.6,657,0
322,223,461,230,428,21.5,35.6,765,0
321,243,459,244,434,21.5,35.6,825,0
315,234,456,246,427,21.6,35.8,781,0
322,233,468,240,436,21.5,35.6,807,0
317,236,459,237,399,21.5,35.7,787,0
312,228,438,235,413,21.5,35.6,723,0
321,237,457,236,438,21.5,35.6,758,0
318,248,458,283,430,21.5,35.4,724,0
321,248,426,246,427,21.5,35.6,817,0
324,240,454,233,433,21.5,35.9,757,0
312,235,456,247,430,21.5,35.6,692,0
322,237,474,237,434,21.5,35.6,749,0
285,238,444,244,428,21.5,35.7,766,0
316,235,460,241,442,21.6,35.5,711,0
309,252,454,203,428,21.6,35.3,740,0
318,237,453,282,434,21.5,35.7,584,0
315,239,454,242,420,21.4,35.7,673,0
321,237,458,240,434,21.5,35.7,731,0
321,245,450,242,428,21.5,35.9,762,0
326,236,462,238,433,21.6,35.6,765,0
311,246,455,247,431,21.5,35.7,725,0
323,244,462,227,432,21.5,35.9,711,0
320,235,453,199,419,21.5,35.7,765,0
323,236,440,241,434,21.5,35.7,800,0
320,205,466,230,426,21.4,35.7,759,0
309,240,450,240,427,21.5,35.9,779,0
322,246,465,242,432,21.5,35.7,781,0
315,240,456,275,427,21.6,35.8,731,0
320,232,457,225,427,21.5,35.7,1045,0
305,237,447,245,434,21.5,35.7,657,0
317,236,452,245,430,21.5,35.7,685,0
317,232,448,244,429,21.5,35.9,783,0
318,238,454,242,445,21.5,35.6,699,0
320,238,452,263,429,21.5,35.4,786,0
320,220,460,239,425,21.5,35.7,739,0
320,236,468,242,428,21.6,35.3,679,0
328,241,460,236,434,21.5,35.7,736,0
316,237,506,240,428,21.5,35.7,767,0
314,217,456,221,434,21.5,35.6,675,0
318,234,479,244,434,21.5,35.7,755,0
323,237,494,241,428,21.6,35.5,695,0
305,235,444,242,431,21.6,35.3,268,0
330,245,469,242,430,21.4,35.7,793,0
309,246,450,244,432,21.6,35.5,832,0
304,239,443,240,432,21.4,35.7,871,0
326,241,464,246,429,21.4,35.6,701,0
299,237,444,242,430,21.5,35.6,721,0
342,240,457,293,434,21.4,35.6,766,0
317,246,456,230,430,21.5,35.5,705,0
320,246,452,229,431,21.4,35.6,752,0
316,231,460,256,429,21.5,35.5,686,0
323,247,464,245,428,21.5,35.9,735,0
313,235,465,241,424,21.5,35.6,642,0
319,238,458,229,428,21.5,35.6,793,0
304,243,450,244,430,21.5,35.7,747,0
319,251,460,238,428,21.6,35.5,799,0
320,237,456,220,415,21.5,35.6,675,0
316,236,458,241,416,21.5,35.7,747,0
342,237,460,243,424,21.5,35.6,709,0
310,244,452,246,430,21.5,35.5,645,0
319,248,502,244,442,21.5,35.6,777,0
320,246,470,244,430,21.6,35.5,741,0
319,247,455,281,424,21.6,35.4,760,0
316,239,438,244,428,21.5,35.5,687,0
322,235,504,240,430,21.6,35.5,693,0
317,236,458,272,438,21.5,35.5,759,0
303,233,447,242,438,21.5,35.9,719,0
318,218,459,229,428,21.5,35.9,745,0
308,238,442,240,427,21.5,35.6,750,0
303,241,446,243,423,21.4,35.5,912,0
321,242,462,238,425,21.5,35.5,806,0
317,246,457,244,430,21.5,35.5,671,0
318,239,462,232,432,21.6,35.5,689,0
318,243,463,225,445,21.5,35.5,723,0
322,228,461,224,427,21.4,35.5,790,0
320,234,460,248,388,21.5,35.5,663,0
318,257,466,239,431,21.5,35.5,804,0
321,243,483,228,432,21.5,35.6,701,0
321,238,454,244,434,21.4,35.9,865,0
324,237,449,234,416,21.4,35.6,806,0
326,245,496,244,429,21.4,35.4,714,0
295,273,444,240,432,21.5,35.6,765,0
320,252,459,237,428,21.4,35.6,686,0
322,243,473,230,425,21.4,35.6,802,0
316,248,448,241,428,21.4,35.6,812,0
319,233,506,241,430,21.5,35.6,687,0
325,227,457,223,433,21.6,35.4,705,0
318,194,470,224,433,21.5,35.6,749,0
314,235,456,260,438,21.5,35.7,747,0
321,238,462,226,416,21.4,35.6,669,0
324,232,460,236,431,21.5,35.8,749,0
318,234,446,238,434,21.5,35.6,748,0
320,237,478,233,408,21.5,35.6,809,0
318,256,454,242,439,21.4,35.6,717,0
320,247,464,273,434,21.5,35.7,729,0
324,241,450,237,422,21.4,35.7,753,0
321,237,490,238,426,21.4,35.6,808,0
315,242,453,237,435,21.4,35.6,750,0
318,232,456,245,426,21.4,35.7,747,0
315,237,458,242,434,21.4,35.7,731,0
313,235,456,230,422,21.5,35.7,791,0
321,235,458,239,422,21.5,35.7,738,0
307,236,452,226,430,21.5,35.9,692,0
313,217,454,229,430,21.5,35.6,761,0
313,229,500,228,430,21.5,35.7,745,0
314,234,452,230,430,21.5,35.7,745,0
320,235,464,244,427,21.5,35.9,751,0
318,232,457,236,422,21.4,35.9,792,0
329,229,453,238,434,21.4,35.6,814,0
321,238,456,240,420,21.5,35.9,779,0
322,232,454,239,431,21.5,35.6,789,0
320,237,454,248,434,21.5,35.7,745,0
313,235,445,241,429,21.5,35.6,761,0
316,235,456,234,429,21.4,35.7,737,0
321,254,503,240,433,21.4,35.6,836,0
323,250,459,245,433,21.4,35.7,729,0
321,247,458,238,430,21.5,35.7,717,0
315,235,454,230,409,21.5,35.6,745,0
314,237,451,235,424,21.4,35.6,790,0
317,235,457,239,418,21.4,35.6,780,0
317,247,475,245,432,21.5,35.6,739,0
317,237,458,285,428,21.6,35.5,702,0
321,233,456,235,423,21.5,35.6,697,0
315,211,456,224,426,21.5,35.6,789,0
309,240,446,241,439,21.5,35.6,786,0
320,242,468,242,435,21.4,35.6,670,0
318,239,480,242,404,21.4,35.6,647,0
320,237,460,240,417,21.5,35.6,715,0
320,247,458,286,424,21.4,35.9,759,0
318,238,444,238,423,21.5,35.6,712,0
321,244,444,240,423,21.5,35.6,763,0
315,239,446,251,421,21.4,35.6,696,0
308,244,448,241,433,21.5,35.7,855,0
320,241,454,263,429,21.4,35.5,696,0
319,224,453,219,427,21.4,35.6,787,0
342,234,467,239,433,21.5,35.6,785,0
317,237,456,240,422,21.5,35.7,743,0
321,235,454,240,427,21.5,35.5,719,0
325,254,460,247,423,21.5,35.6,745,0
313,235,456,241,412,21.4,35.9,814,0
320,242,491,243,424,21.4,35.5,693,0
317,235,494,242,430,21.5,35.5,722,0
317,237,461,237,436,21.5,35.7,825,0
302,239,441,230,425,21.4,35.5,734,0
322,233,456,244,425,21.4,35.5,717,0
320,243,461,239,408,21.5,35.5,844,0
324,242,431,243,430,21.5,35.5,797,0
313,233,492,241,430,21.4,35.9,789,0
323,247,472,242,429,21.6,35.3,761,0
314,244,450,243,441,21.6,35.5,797,0
320,236,452,235,389,21.5,35.6,781,0
323,233,438,245,422,21.4,35.9,707,0
314,231,456,235,432,21.5,35.6,710,0
320,238,453,264,421,21.4,35.6,804,0
322,244,501,238,432,21.5,35.9,797,0
310,230,456,234,427,21.5,35.7,739,0
321,236,457,244,415,21.5,35.6,741,0
320,231,455,222,434,21.4,35.6,740,0
318,237,453,240,415,21.5,35.9,761,0
319,237,453,268,428,21.4,35.6,731,0
322,244,456,240,415,21.5,35.6,748,0
321,244,458,246,434,21.5,35.7,747,0
321,240,461,242,433,21.4,35.6,771,0
319,225,456,228,426,21.5,35.6,701,0
310,237,434,245,419,21.5,35.6,771,0
336,234,457,235,446,21.5,35.7,687,0
316,235,452,242,431,21.5,35.9,808,0
320,240,455,254,427,21.4,35.6,674,0
312,301,454,240,430,21.5,35.7,832,0
316,236,440,241,431,21.6,35.3,785,0
317,235,456,236,415,21.5,35.7,761,0
317,247,463,245,425,21.5,35.6,653,0
322,245,456,278,434,21.4,35.7,710,0
324,237,481,215,427,21.5,35.7,569,0
322,236,462,244,432,21.5,35.7,800,0
316,230,458,235,429,21.4,35.7,759,0
323,233,460,232,434,21.5,35.6,750,0
322,244,460,239,416,21.5,35.9,721,0
324,240,443,284,428,21.5,35.9,837,0
295,245,449,244,432,21.6,35.8,761,0
321,242,452,243,432,21.5,35.7,742,0
315,232,444,243,433,21.4,35.7,811,0
320,247,457,241,431,21.5,35.7,766,0
323,243,458,239,421,21.5,35.7,777,0
317,238,454,228,430,21.5,35.7,629,0
317,238,456,256,426,21.5,35.7,715,0
317,245,457,243,439,21.4,35.9,759,0
317,243,459,268,431,21.5,35.7,714,0
318,219,452,224,426,21.4,35.6,769,0
320,244,457,239,420,21.5,35.6,712,0
320,237,453,250,461,21.4,35.7,697,0
317,238,468,240,428,21.5,35.6,691,0
307,236,446,248,428,21.5,35.6,801,0
320,235,483,238,429,21.5,35.6,713,0
321,237,457,253,433,21.6,35.8,729,0
313,244,462,289,433,21.5,35.7,776,0
310,245,449,242,438,21.5,35.8,695,0
314,194,459,226,434,21.5,35.7,809,0
316,236,494,240,429,21.5,35.6,757,0
321,232,459,233,430,21.4,35.6,749,0
315,251,461,223,424,21.5,35.7,813,0
321,251,488,241,427,21.5,35.6,765,0
323,238,460,244,435,21.6,35.8,781,0
293,232,450,226,430,21.4,35.9,931,0
321,246,456,230,431,21.4,35.6,676,0
319,248,458,246,427,21.5,35.6,771,0
320,237,456,227,438,21.5,35.7,871,0
314,246,452,240,432,21.5,35.7,745,0
320,243,452,241,431,21.6,35.6,685,0
321,233,455,233,437,21.5,35.4,720,0
308,240,448,242,428,21.5,35.6,823,0
336,235,498,236,426,21.5,35.7,777,0
311,238,450,240,423,21.4,35.6,715,0
323,234,453,234,426,21.4,35.6,790,0
314,239,451,243,433,21.4,35.6,800,0
311,236,442,238,414,21.6,35.5,735,0
320,220,460,225,430,21.5,35.9,765,0
317,235,492,239,427,21.4,35.6,820,0
312,247,452,228,428,21.5,35.6,807,0
308,237,454,221,426,21.5,35.6,791,0
313,229,456,227,421,21.4,35.6,683,0
325,207,452,227,428,21.4,35.6,762,0
311,241,446,246,440,21.5,35.6,814,0
328,234,457,239,437,21.4,35.6,825,0
319,247,460,256,429,21.5,35.6,753,0
334,242,502,233,427,21.4,35.6,790,0
396,237,470,236,427,21.4,35.7,787,0
317,236,454,234,425,21.4,35.7,789,0
321,246,442,225,431,21.4,35.6,762,0
323,232,430,238,431,21.5,35.7,727,0
325,237,456,268,430,21.5,35.7,717,0
310,236,448,242,430,21.4,35.9,599,0
317,237,480,244,425,21.5,35.6,803,0
322,236,466,240,424,21.4,35.9,845,0
320,239,454,232,426,21.6,35.6,735,0
320,245,456,245,431,21.4,35.7,900,0
297,237,453,241,430,21.4,35.7,707,0
315,238,462,237,421,21.5,35.7,735,0
316,236,495,241,432,21.5,35.7,717,0
328,244,485,245,427,21.5,35.7,708,0
318,246,456,272,434,21.4,35.9,713,0
320,232,447,229,433,21.5,35.9,730,0
320,323,458,229,434,21.5,35.7,797,0
320,208,458,233,427,21.5,35.9,711,0
313,238,453,244,432,21.5,35.7,706,0
325,243,516,242,433,21.5,35.9,717,0
316,238,442,240,429,21.5,35.9,674,0
320,239,457,227,432,21.5,35.9,696,0
318,236,461,232,437,21.5,35.7,749,0
305,245,427,246,433,21.5,35.7,741,0
328,241,493,246,426,21.5,35.4,742,0
353,245,462,244,438,21.4,35.7,793,0
311,248,450,242,430,21.6,35.6,841,0
302,235,444,240,431,21.4,35.7,764,0
322,244,469,241,429,21.5,35.4,841,0
307,233,447,238,427,21.4,35.7,694,0
316,209,458,221,428,21.4,35.7,706,0
369,233,459,237,431,21.5,35.7,786,0
322,238,458,262,416,21.5,35.7,691,0
320,235,460,228,428,21.5,35.6,761,0
312,245,460,246,435,21.5,35.7,822,0
305,242,450,239,432,21.5,35.7,769,0
316,235,456,240,426,21.5,35.6,757,0
304,238,435,245,422,21.5,35.4,688,0
298,237,442,238,426,21.5,35.9,778,0
301,247,448,246,434,21.5,35.6,708,0
322,229,463,230,440,21.5,35.6,749,0
315,241,453,244,421,21.5,35.9,787,0
317,227,458,233,434,21.5,35.7,789,0
317,244,464,261,433,21.5,35.6,747,0
316,232,462,230,433,21.4,35.7,739,0
309,235,452,242,430,21.5,35.7,721,0
320,247,462,239,435,21.5,35.9,819,0
320,233,460,220,432,21.5,35.7,823,0
320,233,463,238,420,21.5,35.5,813,0
314,244,456,260,420,21.5,35.6,745,0
320,242,463,243,432,21.5,35.6,785,0
321,239,431,229,427,21.4,35.6,732,0
324,236,442,236,432,21.4,35.6,655,0
319,230,460,234,437,21.5,35.6,783,0
308,217,457,256,414,21.5,35.5,785,0
301,249,448,236,436,21.5,35.5,723,0
292,239,440,240,432,21.4,35.6,769,0
316,235,458,240,425,21.6,35.5,749,0
318,241,452,240,430,21.4,35.9,700,0
321,241,464,242,422,21.5,35.9,805,0
314,236,458,280,430,21.5,35.6,712,0
320,236,468,240,433,21.5,35.9,789,0
328,242,459,241,447,21.4,35.5,938,0
322,242,456,245,432,21.5,35.6,713,0
317,253,466,231,438,21.5,35.5,776,0
318,244,456,246,425,21.5,35.5,777,0
318,240,446,234,433,21.4,35.6,747,0
314,228,478,244,438,21.5,35.6,805,0
316,242,456,241,431,21.6,35.5,765,0
318,242,455,238,433,21.4,35.6,758,0
315,219,454,240,430,21.4,35.7,795,0
326,234,456,230,430,21.4,35.6,827,0
314,230,456,233,425,21.5,35.6,763,0
312,165,456,220,428,21.5,35.7,733,0
315,221,459,231,430,21.5,35.4,773,0
309,239,449,249,430,21.5,35.4,730,0
320,233,492,235,427,21.6,35.3,731,0
309,245,459,280,431,21.4,35.9,836,0
322,236,446,241,426,21.5,35.7,767,0
320,250,456,242,424,21.5,35.6,752,0
306,244,454,249,435,21.4,35.7,707,0
341,246,470,236,434,21.5,35.7,763,0
316,242,454,277,426,21.4,35.6,701,0
316,245,458,256,431,21.5,35.7,713,0
